qstr_Breaking_camp...|야영지를 파괴합니다...
qstr_You_are_in_the_kingdom_of_AL|당신은 알반 왕국에 있습니다.^^브리튼의 북쪽, 서로 언어조차 다른 픽트와 스코트인들은 서로의 적이었습니다. 하지만, 두 왕조 모두 세 번의 바이킹과의 전투에서 패하여 벼랑 끝까지 몰렸었습니다. 그때 달 리아탈의 케네스 막 알핀이 어떻게든 픽트 왕실을 끝장내면서 국가를 통합시켰습니다. 하지만 계속되는 바이킹의 압박은 그를 해안가와 저지대에 머물게 하였습니다. 그는 새 왕국의 수도를 고대 픽트인 영역인 포르테비오트로 하였고, 종교의 중심지는 던켈드로 하였습니다. 이후, 그는 성 콜롬바 신부의 유해를 아이오나 섬에서 모셔오게 됩니다.
qstr_You_are_in_territory|당신은 오스레이지 일족 영역에 있습니다.^^오스레이지는 에리우에서 가장 큰 가문 중 하나입니다. 이 지역은 오스레이지 장군 시절까지만 해도 무메인 왕국의 가장 동쪽에 위치하고 있었으며, 커발 막 둔레인 시절에 능숙하게 독립을 얻어낼 수 있었습니다. 오스레이지 일족은 워터퍼드, 더블린, 에드 핀들리아들과 때르는 싸우고 때로는 연합하며, 무메인 왕국이나 레이긴 왕국과는 일반적으로 갈등을 유지하고 있습니다.
qstr_Plain.|평지
qstr_Snow.|눈
qstr_Forest.|숲
qstr_Snow_Forest.|눈 덮인 숲
qstr_Ocean.|대양
qstr_Sea.|연안
qstr_Standard_Bearer:_{re|기수: {reg1}^지휘력 보너스: {reg2} (최대 3)
qstr_Musician:_{reg1}^Tac|군악대: {reg1}^전략 보너스: {reg2} (최대 3)
qstr_Note:_You_re_close_t|주의: 당신은 적 정착지와 가까이 있습니다. 주의하는 게 좋을 것입니다.
qstr_{s16}^^_____________|{s16}^^-------------------^^야영지 정보:^^^{s6}^^{s7}^^현재 위치한 지형: {s2}^^정찰병을 보내고 있는가: {s5}^^약탈자를 보내고 있는가: {s3}^^야영지의 요새화 여부: {s4}^^{s11}
qstr_Camp_Info:^^^^Positi|야영지 정보:^^^^위치: {s2}^^당신은 선박을 타고 항해하는 중에 있습니다.^^^^선박 관리:^^당신의 부대가 해안 근처에 있으면, 파티의 오른쪽 클릭을 통해 가장 가까운 상륙지점을 찾을 수 있습니다.
qstr_Camp_Info:^^^^Positio|야영지 정보:^^^^위치: {s2}^^당신은 선박을 타고 항해하는 중에 있습니다.^^^^선박 관리:^^해상 전투에서도 지상에서의 전투와 같이 1~9번 각 부대에 '돌격!', '정지!' 명령을 내릴 수 있습니다. 부대 목록에서 첫 번째에 있는 부대가 기함에 당신과 함께 탑승하게 됩니다. 다른 부대는 다른 선박을 타고 당신을 따르게 될 것입니다. 기함은 항구나 바다에서 야영 중에 바꿀 수 있습니다. 또한, 당신의 부대가 해안가 근처에 있다면 바다에서 야영을 통해 함대를 나누거나 부대를 우클릭하여 가장 가까운 상륙 지점을 찾으시면 됩니다.
qstr_Priests_in_followers|당신 부대의 사제 추종자들: {reg1}^수술 보너스: {reg2} (최대 3까지 보너스)
qstr_Women_in_followers__|당신 부대의 여성 추종자들: {reg1}^상처 치료 보너스: {reg2} (최대 3까지 보너스)^^노트: 아무 여성이나 10명 이상이 있을 경우 (예를 들면 난민, 야영지 여성, 병사의 아내 혹은 여성 농민 등) 72시간마다 10명 당 1씩 추가적으로 사기가 증가합니다. 이 효과는 최대 +10의 사기까지 얻을 수 있습니다.
qstr_^^^^Followers:^^{s2}|^^^^추종자들:^^{s2}^^--------------^^{s3}
qstr_{s5}_has_been_defeat|{s5}은(는) 전투에서 패배했습니다!
qstr_This_lord_is_a_priso|영주가 {s10}의 지하 감옥에 포로로 갇혔습니다.
qstr_Christian_Lord|그리스도교를 믿는 영주
qstr_Pagan_Lord|고대 신앙을 믿는 영주
qstr_{s37}__his_betrothed|{s37} (his betrothed){***}
qstr_{s40}._His_love_inte|{s40}은(는) {s39}에게 관심을 보이고 있습니다.
qstr_His_love_interests_a|그는 {s37}에게 사랑의 감정을 가지고 있는것으로 보여진다.
qstr_{s40}._His_love_inter|{s40}. 그는 {s37}에게 사랑의 감정을 가지고 있는것으로 보여진다.
qstr_His_love_interest_is|그는 {s37}에게 사랑의 감정을 가지고 있는것으로 보여진다.
qstr_{s1}^{s4}^Kingdom:_{|{s1}^{s4}^왕국: {s3}^관계: {reg4}^영지: {reg5}^{s5}{s47}
qstr_This_lord_is_a_prison|
qstr_Army_size:_{reg26}|병력 규모: {reg26}
qstr_{s1}^^{s4}^Relation:|
qstr_{s1}^^{s2}_of_the_{s|{s1}^^{s3}의 {s2}^관계 : {reg3}^마지막 방문 : {reg4}일 전
qstr_{reg2}_warriors_acco|{reg2}의 전사들은 왕을 따르고 있습니다
qstr_{s2}^^{reg2}_warrior|{s2}^^{reg2}의 전사들은 왕국의 여러 영주들에게 봉사하고 있습니다.
qstr_{s2}^^{reg2}_warriors|{s2}^^{reg2}의 전사들은 우리의 도시를 방어하고 있습니다.
qstr_{s2}^^{reg2}_warriors_|{s2}^^{reg2}의 전사들은 우리의 요새를 방어하고 있습니다.
qstr_Kingdom_Armies_Repor|왕국 군대 보고서:^영지 수비대는 포함되지 않음^^^{s2}
qstr_{s10}Current_fleet:{|{s10}현재 함대:{s0}^^
qstr_{s10}Refuge:{s0}^^|{s10}은신처:{s0}^^
qstr_{s10}Port_of_{s9}:{s|{s10}{s9}의 항구:{s0}^^
qstr_{s10}Landed_ships_ne|{s10}{s9}의 근방에 상륙:^{s0}^^
qstr_You_don_t_own_any_sh|당신은 가지고 있는 선박이 없습니다.
qstr_Your_ships_with_ship|당신의 선박의 종류, 이름, 현재 상태 그리고 목재 종류: ^^{s10}
qstr_Rents_and_taxes_from|왕국의 금고에 들어온 토지 임대료와 세금: {reg0} 페닝.
qstr_{s2}^Taxes_from_king|{s2}^영주들이 왕에게 바치는 공물: {reg0} 페닝.
qstr_{s2}^^Kingdom_Total_|{s2}^^왕국 세금 수입: {reg0} 페닝.
qstr_Payroll_for_the_{reg|{reg59?여왕:왕}의 군대에 대한 임금: {reg1} 페닝.
qstr_{s3}^Payroll_for_gar|{s3}^수비대에 대한 임금: {reg1} 페닝.
qstr_{s3}^^Kingdom_Total_|{s3}^^왕국 재정 정산: {reg1} 페닝.
qstr_Kingdom_Economy_Repo|왕국 재정 보고서:^^수입:^비효율로 인한 세금 손실^^{s2}^^^^정산:^특별한 사건에 의한 수익이나 손실^^{s3}^^^^왕국 재정의 최종 정산: {reg0} 페닝.
qstr_{s4}^^{s2}^Relation:|{s4}^^{s2}^관계: {s3}^번영도: {s50}^토지 임대료: {reg0}^세금: {reg1}
qstr_{s5}^^{s2}^Relation:|{s5}^^{s2}^관계: {s3}^번영도: {s50}^토지 임대료: {reg0}^세금: {reg1}
qstr_{s2}^No_information.|{s2}^정보 없음. 이 마을은 도적에 의해 점령됨.
qstr_{s6}^^{s2}|{s6}^^{s2}
qstr_{s6}^^{s2}^Relation:|{s6}^^{s2}^관계: {s3}^번영도: {s50}^토지 임대료: {reg0}^세금: {reg1}
qstr_Kingdom_Centers_Repo|왕국 영지 보고서:^^^--도시들-- {s4}^^^^--요새들-- {s5}^^^^--마을들--{s6}^^
qstr_Appoint_next_marshal|새로운 총사령관을 임명합니다.
qstr_Award_{s12}_as_fief|{s12}에게 영지를 수여합니다.
qstr_Political_issue:_{s1|정치적인 문제: {s11}
qstr_{s10}__on_agenda_{re|
qstr_Defending|
qstr_Gathering_army|
qstr_Besieging_{s11}|
qstr_Raiding_{s11}|
qstr_Attacking_enemies_ar|
qstr_{s12}__controversy:_|
qstr_{s12}^Screening_part|
qstr_Kingdom_Global_Info:|왕국 종합 정보:^^{s10}^^{s9}
qstr_From_this_area_you_c|왕국의 영지들에게 다음과 같은 왕국의 명령을 내릴 수 있다:
qstr_>_Order_the_army_to_|> 병력 징병을 요청.^^> 모든 병력을 왕국의 방어에 집중.^^> 영지의 수비군까지 전부 소집. 이는 큰 위협이나 대규모의 군사 작전에서 사용되며, 영지의 수비군들이 전부 합류하게 되므로 영지의 수비는 공백 상태가 될 것입니다.
qstr_>_Kingdom_Strategy|> 왕국 전략
qstr_You_have_given_the_o|당신은 당신의 왕국의 모든 영주들의 병력에게 집결하여 적들을 공격하도록 명령했습니다.
qstr_You_have_given_the_or|당신은 당신의 왕국의 모든 영주들의 병력에게 왕국의 적들을 요격하라 명령했습니다.
qstr_The_landed_levy_of_t|왕국 영지의 수비군을 포함한 모든 병력이 소집되었습니다. 모든 병력들은 당신과 함께 싸우기 위해 합류할 것입니다.
qstr_^^^^^^^^{s2}^^{s3}|^^^^^^^^{s2}^^{s3}
qstr_My_name_is_Beda_the_O|내 이름은 베다이오. 그리고 이건 내 시대에 무슨 일이 있었는지 기록해둔 내 연대기이오...
qstr_They_weren_t_good_ti|그건 결코 좋은 시간들이 아니었소. 기원후 861년에 내 주인인 스위스누스 주교가 죽었소, 그는 죽기 전에 그의 시간의 끝이 다가오고 있다는 것을 나에게 말했소.^^기원후 865년에는 이교도들의 군대가 켄트를 공격했소. 켄트의 사람들은 그 병력들을 달래서 돌려보내기 위해 나섰고, 돈으로 평화를 산다는 것은 달콤한 유혹이었소. 그러나 침략자들은 그 제안에도 불구하고 켄트를 침공하고 약탈했다오.^^그 해가 끝날 무렵, 거대한 이교도들의 군대는 이스트 앵글리아에 그들의 주둔지를 건설해 겨울을 나기 시작했소. 다음 해 여름에, 에드먼드 왕이 나타나 그들을 무찔렀고, 그들은 빨리 달리는 말처럼 달아났지. 그리고 어떤 습격자도 남아있지 않았소; 그 것은 위대한 이교도 군대로 알려졌소. 라그나르의 아들들이 이끄는 수천 명에 육박하는 병력들이 와서 머물고 있었지.^^기원후 867년, 그가 말한 시간의 끝이 시작됬소. 스위스누스가 죽기 전에 예상했던 대로, 덴마크의 위대한 이교도 군대가 다시금 험브레 강을 건너 에오페르위치로 진군했소. 그들은 도시를 점령했고, 노섬브리아에서는 엄청난 대학살이 벌어졌소. 두 명의 왕들, 오스버트와 아엘이 그 때 죽임을 당했지. 이제 덴마크인들이 노섬브리아를 지배하고, 자신들의 길과 이교도의 방법을 강요했소... 그들에게 하나님이 필요할 때, 하나님은 어디에 계셨겠소?^^남쪽에서는, 프리지아 해안가가 바이킹들에 의해 초토화되고 있었소. 상선들은 북쪽으로 도망쳤고, 웨식스로 보호를 찾아 떠났지.^^에리우와 웨일즈의 이교도들은 매일 더 강력해지고 있었소. 많은 사람들은 달 리아타 왕국과 픽트인들의 영역이 곧 더 넓어질 것이라고 말하곤 했소...
qstr_BEDA_CHRONICLE^^{s2}^|베다 연대기^^{s2}^^{s3}
qstr_The_news_coming_from|북쪽에서 들려오는 소식들은 불안했다오. 라그나르의 아들들이 그들의 군대를 모아 머시아를 향해 공격을 진행하고 있었지. 그건 적은 병력이 아니었소; 그럼에도 불구하고 그들에겐 덴마크에서 증원이 예상되었소, 오, 하나님께서 부디 우리를 보호하시길.
qstr_Some_merchants_repor|일부 상인들은 '눈 속의 뱀' 시구르드가 수백 명의 전사들을 보트에 태워 데리고 오고 있다고 말했소. 그리고 나는 위턴 세스터에서 덴마크인들이 앵글리아의 모든 왕국들을 파멸시킬 것이라고 말하는 왕의 조언자의 말을 엿들을 수 있었지.^^전령이 우리에게 전해준 이야기 중에서 내가 들을 수 있었던 유일하게 좋은 소식은 야를 시구르드가 프리지아에 보낸 덴마크인들의 공격이 독싱가에서 좌절되었다는 소식이었소.^^내가 그의 이름을 듣게 된 건 그 때가 처음이었소. {playername}, 바로 그가 독싱가의 방어를 주도한 사람이었지.^^그 때의 나는 그가 내 인생에서 중요한 사람이 될 거라는 걸 전혀 알지 못했소.
qstr_There_was_a_man_call|에그베르트라는 사람이 있었소. 그는 노섬브리아 왕국의 왕으로, 퀴닝 에그베르트라고 불리었소. 하지만 그는 꼭두각시 왕이었고, 그가 휘어잡을 수 있는 약한 사람이라는 이유로 바이킹들에게 왕으로 선택받았소. 이 또한 우리를 기다리고 있던 운명이었을 줄 누가 알았겠소?
qstr_In_Anno_Domini_868_t|기원후 868년, 바이킹들은 스노팅햄을 점령했소. 두렵고, 또 두려웠지만 웨식스와 머시아 왕국은 앨프레드의 주도로 서로 힘을 합쳤소. 웨식스의 앨프레드, 왕의 형제이자 얼스위스와 결혼한 남자. 얼스위스 그녀는 가이니와 에드버러의 엘더먼인 에셀드 뮤셀의 딸이자 머시아의 왕족이었소.^^두 왕국은 전쟁의 주축이자 퍼드라고 불리었소. 웨식스는 스노팅햄의 남쪽에서 진군했고, 머시아의 군대가 그들을 따라 합류했소. 어쩌면 그들은 마침내 라그나르의 아들들의 진군을 막을 수 있을 지도 몰랐지.^^그 때부터 내 인생은 바뀌었소, 하지만 나는 그걸 알지 못했소.
qstr_I_still_dream_of_Dou|잠에 들 때마다, 나는 아직도 두아르-안-에네즈에 대한 꿈을 꾸곤 하오. 하나님께서는 나에게 이런 꿈을 꾸게 허용하지 않으실 거요. -- 그 꿈 속에서는 악마가 그들의 감옥을 탈출해 세상을 어지럽히는 것만 같은 참상이 펼쳐져 있었소.
qstr_I_remember_sailing_i|나는 그 전투를 보며 여러 번 구토를 했던 기억이 나오. 내 손이 서로 흔들리고 허리는 고통스러움에 격통했지. 나는 전사가 아니오, 하지만 나의 운명은 {playername}와(과) {reg59?그녀:그}에게 나를 몰아넣었소. 만약 우리가 패배한다면, 우리는 전부 죽을 운명이었지. 다행스럽게도 하나님께서 우리에게 기적을 내려주셨고, 나는 살아남았소. 그러나 하나님께서는 너무 많은 기적을 주지는 않으셨소, 결국 보도는 죽었지. 나는 누군가에게 들을 수 있었소, 그들이 오딘 릭이라는 선박에서 만난 이후로 {playername}와(과) 보도는 많은 시간을 함께 공유했다고 했지. 나는 보도에게 있었던 일이 {reg59?그녀:그}에게 많은 상실감을 안겨줄 것이라고 생각했소, 하지만 {reg59?그녀:그}의 얼굴은 침착했소, 그리고 그가 어떤 생각을 하는지 아무도 {reg59?그녀:그}에게 감히 물어볼 수 없었소.^^두아르-안-에네즈에서 두 번의 전투가 끝난 뒤, 우리는 마을의 폐허에서 몇 주를 보냈소, 상처를 치료하고, 죽은 자를 화장하고, 그리고 과거의 모든 흔적들을 회수하는 것이었지. 나는 내 일손이 가장 필요했던 시간이 바로 이 때였다고 생각하고 있소. 많은 부상자들이 치료를 받으러 나에게 왔고, 그들은 죽어가면서도 나에게 고맙다는 말을 잊지 않았소.^^그 다음 우리는 앵글리아를 향해 다시금 항해를 시작했소, 그 때 우리는 여기서 일어난 일이 노스란드를 뒤집어 놓을 줄은 꿈에도 몰랐지만 말이오.
qstr_Maybe_part_of_him_is|아마 이 부분에서는 도라, 덴마크에 있던 울프의 딸이 낳았던 아기에 대해 이야기하고 넘어가야 할 것 같소. 그 아이는 아들이었고, 아기의 아버지의 이름을 붙였지, 그 아이는 강하고 건강하게 자라고 있고, 그리고 언젠가는 강력한 남자가 될 것이라 내 약속하오.
qstr_My_name_is_Beda_and_|내 이름은 베다라고 하오, 그리고 이 책은 어두웠던 시간들을 다루는 연대기로 시작하고 있소. 하지만 그 시간들은 결코 두렵지 않았소, 그 공포는 어떤 한 영웅에 의해 가려졌으니까.
qstr_I_was_there_when_the|나는 덴마크인과 색슨인들의 군대가 에셰던에서 싸우던 때에, 나는 그 곳에 있었소. {playername}(이)가 역사의 한 페이지를 바꾸어놓았던 그 자리에 말이오. 하지만 심지어 나는 그 직후, 그 영웅이 소중한 것을 잃고, 그의 세계에 깊은 공허가 자리잡는 것을 그와 같은 곳에서 지켜볼 수 밖에 없었소. 나는 그 때의 일을 지금 이 자리에 있는 것처럼 생생하게 기억하고 있소, 내가 회당에 들어가 보았을 때 이미 황소목 스벤과 {playername}의 어머니는 이미 죽은 뒤였지. 나는 그의 어머니의 시체를 바라보던 {reg59?그녀:그}의 그 얼굴이 잊혀지지가 않소. 그건 얼음처럼 차가웠고, 아무런 분노도, 아무런 경악도, 울고 있지도 않았소; 오직 차가움만이 남아 있었소. 그리고 나는 그의 발 밑에 쓰러진 황소목 스벤의 창백한 표정을 보고 스벤이 죽었음을 확신할 수 있었지. 우리는 회당에서 싸웠고, 그리고 스벤은 죽었소, 하지만 {playername}의 얼굴은 여전히 딱딱하게 굳어 있었지. 되돌리기엔 모든 것이 이미 늦어버린 뒤였소, 그 후 있었던 {reg59?그녀:그}의 어머니의 장례식에서, {reg59?그녀:그}의 어머니는 마치 여왕과도 같았소, 그녀는 군함 한 척, 그리고 가치 있는 많은 부장품들과 함께 매장되었지.^^그 날 이후, 우리는 우리들의 영웅을 잃었소. {reg59?그녀:그}는 우리에게 작별을 고했고, {reg59?그녀:그}는 같이 전투에 전투를 거듭했던 우리들에게 {reg59?그녀:그}는 단지 떠날 것이라는 말을 남기고 {reg59?그녀:그}의 행선지를 말하지 않은 채 다음 날 홀로 우리를 떠났소.^나는 두려웠소, {reg59?그녀:그}가 우리를 떠나 다시 돌아오지 못할 것이라는 예감이 들었지. 그러나, 나는 내 생각이 틀렸기를 희망하오. 이 어두운 세상에서 바로 {reg59?그녀:그}와 같은 사람을 필요로 하고 있기 때문에 말이오.
