str_yes|네.
str_s1_captured_flag_reg0|  {s1}이 {reg0}번 깃발을 점령하는데 성공하였다!
str_s1_pulling_flag_reg0|  {s1}이 {reg0}번 깃발을 점령하고 있다.
str_s1_destroyed_target_0|{s1}이 목표 A를 파괴 했다!
str_s1_destroyed_target_1|{s1}이 목표 B를 파괴 했다!
str_s1_destroyed_catapult|{s1}이 투석기를 파괴 했다!
str_s1_destroyed_trebuchet|{s1}이 투석기를 파괴 했다!
str_s1_destroyed_all_targets|{s1}이 모든 목표를 파괴 했다!
str_s1_saved_1_target|{s1} 이 모든 목표를 지켰다.
str_s1_saved_2_targets|{s1} 이 모든 목표를 지켰다.
str_s1_defended_castle|{s1} 이 성을 지켰다!
str_s1_captured_castle|{s1} 이 성을 점령했다!
str_auto_team_balance_in_20_seconds|오토밸런스가 20초 안에 완료됩니다.
str_auto_team_balance_next_round|다음 라운드에 오토밸런스를 완료합니다.
str_auto_team_balance_done|오토밸런스가 완료되었다.
str_s1_won_round|{s1}이 라운드에서 승리했다!
str_round_draw|시간이 초과됬다. 무승부입니다.
str_round_draw_no_one_remained|아무도 남아있지 않다. 무승부입니다!
str_death_mode_started|서둘러서 전장의 마스터가 되십시오!
str_reset_to_default|기본 세팅
str_player_name|플레이어 이름
str_kills|죽인 수
str_deaths|사망한 수
str_ping|핑
str_dead|사망
str_reg0_dead|{reg0}명 사망
str_bots_reg0_agents|봇 ({reg0} 명)
str_bot_1_agent|봇 (1명)
str_score_reg0|점수: {reg0}
str_flags_reg0|(깃발: {reg0})
str_reg0_players|(플레이어 {reg0}명)
str_reg0_player|(플레이어 {reg0}명)
str_open_gate|성문을 연다
str_close_gate|성문을 닫는다
str_open_door|문을 연다
str_close_door|문을 닫는다
str_raise_ladder|사다리 세우기
str_drop_ladder|사다리 눕히기
str_cancel|취소
str_continue|계속
str_done|완료
str_back|뒤로
str_start_map|시작
str_choose_an_option|옵션 선택:
str_choose_a_poll_type|투표할 사항을 선택하세요.
str_choose_faction|세력 선택
str_choose_a_faction|세력을 선택하세요.
str_choose_troop|병과 선택
str_choose_a_troop|병과를 선택하세요.
str_choose_items|아이템 선택
str_options|옵션
str_redefine_keys|키 설정 변경
str_submit_a_poll|투표 신청
str_administrator_panel|관리자 메뉴
str_kick_player|플레이어 강제퇴장
str_ban_player|플레이어 영구추방
str_mute_player|플레이어 음소거
str_unmute_player|플레이어 음소거 해제
str_quit|종료
str_poll_for_changing_the_map|맵을 변경합니다.
str_poll_for_changing_the_map_and_factions|맵과 세력을 변경합니다.
str_poll_for_changing_number_of_bots|팀 내의 봇의 수를 변경합니다.
str_poll_for_kicking_a_player|플레이어를 퇴장시킵니다.
str_poll_for_banning_a_player|플레이어를 영구퇴장시킵니다.
str_choose_a_player|플레이어 선택:
str_choose_a_map|맵 선택:
str_choose_a_faction_for_team_reg0|{reg0} 팀의 세력 선택:
str_choose_number_of_bots_for_team_reg0|{reg0} 팀 봇의 수 선택:
str_spectator|관중
str_spectators|관중들
str_score|점수
str_command|명령:
str_profile_banner_selection_text|당신이 사용할 깃발을 고르세요.
str_use_default_banner|기본 깃발을 사용한다.
str_party_morale_is_low|몇 명의 사기가 떨어집니다!
str_weekly_report|주간 보고서
str_has_deserted_the_party|이(가) 부대를 떠났다.
str_have_deserted_the_party|이(가) 부대를 떠났다.
str_space| 
str_us_|아군
str_allies_|동맹군
str_enemies_|적군
str_routed|도주
str_weekly_budget|일주일 예산
str_income_from_s0|{s0}의 소득:
str_mercenary_payment_from_s0|{s0}(으)로 부터의 용병 보수:
str_s0s_party|{s0}의 부대
str_loss_due_to_tax_inefficiency|비효율로 인한 손실 세금:
str_wages_for_s0|{s0}의 임금:
str_earlier_debts|이전 부채:
str_net_change|총계 변화:
str_earlier_wealth|이전 재산:
str_new_wealth|새로운 재산:
str_new_debts|새로운 부채:
str_team_reg0_bot_count_is_reg1|Team {reg0} bot count is {reg1}.
str_maximum_seconds_for_round_is_reg0|한 경기는 최대 {reg0} 초 입니다.
str_respawn_period_is_reg0_seconds|부활 주기는 {reg0} 초 입니다.
str_bots_upper_limit_for_votes_is_reg0|투표에 의한 봇 상한선은 {reg0}입니다.
str_map_is_voteable|맵 투표 가능.
str_map_is_not_voteable|맵 투표 불가능.
str_factions_are_voteable|팩션 투표 가능.
str_factions_are_not_voteable|팩션 투표 불가능.
str_players_respawn_as_bot|플레이어가 봇 처럼 부활.
str_players_do_not_respawn_as_bot|플레이어가 봇 처럼 부할하지 않음.
str_kicking_a_player_is_voteable|플레이어 퇴장 투표 가능.
str_kicking_a_player_is_not_voteable|플레이어 퇴장 투표 불가능.
str_banning_a_player_is_voteable|플레이어 영구퇴장 투표 가능.
str_banning_a_player_is_not_voteable|플레이어 영구퇴장 투표 불가능.
str_player_banners_are_allowed|플레이어 영구퇴장이 허락됨.
str_player_banners_are_not_allowed|플레이어 영구퇴장이 허락되지 않음.
str_default_armor_is_forced|기본 갑옷이 강제 적용됨.
str_default_armor_is_not_forced|기본 갑옷이 강제 적용되지 않음.
str_percentage_of_yes_votes_required_for_a_poll_to_get_accepted_is_reg0|투표결과가 반영되지 위한 찬성 투표 비율은 {reg0}% 입니다.
str_auto_team_balance_threshold_is_reg0|자동 팀 균형의 임계값은 {reg0} 입니다.
str_starting_gold_ratio_is_reg0|시작시 소지금 비율은 {reg0}% 입니다.
str_combat_gold_bonus_ratio_is_reg0|전투를 통한 소지금 보너스 비율은 {reg0}% 입니다..
str_round_gold_bonus_ratio_is_reg0|경기 소지금 보너스 비율은 {reg0}% 입니다.
str_point_gained_from_flags_is_reg0|깃발을 통한 팀 점수 획득치는 {reg0}% 입니다.
str_point_gained_from_capturing_flag_is_reg0|깃발 노획을 통한 점수 획득은 {reg0}% 입니다.
str_map_time_limit_is_reg0|맵 시간 제한은 {reg0} 분 입니다.
str_team_points_limit_is_reg0|팀 점수 제한은 {reg0} 입니다.
str_defender_spawn_count_limit_is_s1|방어측 부활 카운트는 {s1} 입니다.
str_system_error|시스템 에러!
str_prisoner_granted_parole|포로 도망 허용
str_prisoner_not_offered_parole|포로 도망 비허용
str__age_reg1|^Age: {reg1}
str__family_|^가족:
str_s49_s12_s11_end|{s49} {s12} ({s11}).
str_s49_s12_s11_rel_reg0|{s49} {s12} ({s11}, rel: {reg0}),
str_s49_s12_s11|{s49} {s12} ({s11}),
str_lord_info_string|{reg6?:{reg4?{s54}는 {s56}의 통치자입니다.^:{s54}는 {s56}의 {s55}의 봉신입니다.^}}명성: {reg5}. 논쟁:{reg15}.^{reg9?{reg3?그녀:그}는 {s58}의 {reg3?귀부인:영주}.:{reg3?그녀:그}는 영지를 가지고 있지 않다.}{s59}^{s49}
str_foreign_relations__|외교 관계: ^
str_s21__the_s5_is_at_war_with_the_s14|{s21}^* {s5}는 {s14}와 전쟁중입니다.
str_s21_the_s5_has_had_the_upper_hand_in_the_fighting|{s21} {s5}는 싸움에서 우위에 있다.
str_s21_the_s5_has_gotten_the_worst_of_the_fighting|{s21} {s5}는 싸움에서 최악의 상태입니다.
str_s21_the_fighting_has_gone_on_for_some_time_and_the_war_may_end_soon_with_a_truce|{s21} 싸움은 얼마동안 계속되었고, 전쟁은 휴전 협정으로 빨리 끝날지도 모릅니다.
str_s21_the_fighting_has_begun_relatively_recently_and_the_war_may_continue_for_some_time|{s21} 싸움은 상대적으로 최근에 시작되었고, 전쟁은 얼마 동안 계속될지도 모릅니다.
str__however_the_truce_is_no_longer_binding_on_the_s14| 그러나, {s14}와(과)의 휴전 협정은 더 이상 유효하지 않습니다.
str_s21__the_s5_is_bound_by_truce_not_to_attack_the_s14s18_the_truce_will_expire_in_reg1_days|{s21}^* {s5}은(는) 휴전 협정에 의해 {s14}을 공격하지 않습니다. {s18}와(과)의 휴전 협정은 {reg1}일 안에 끝날 것입니다.
str_s21__the_s5_is_bound_by_alliance_not_to_attack_the_s14s18_the_alliance_will_expire_in_reg1_days|{s21}^^* {s5}은(는) {s14}와(과) 동맹중입니다. {s18}와(과)의 동맹은 {reg1}일 안에 끝날 것입니다.
str_alliance_durantion_days_expire|{s21}^^* The {s5}은(는) {s14}와(과) 공식적인 제휴를 맺었습니다. {s18}와(과)의 제휴는 {reg1}일 안에 끝날 것입니다.
str_s21__the_s5_has_recently_suffered_provocation_by_subjects_of_the_s14_and_there_is_a_risk_of_war|{s21}^* {s5}은 최근 {s14}의 문제로 마찰을 겪었고, 그것으로 인해 전쟁의 위험성이 있습니다.
str_s21__the_s5_has_no_outstanding_issues_with_the_s14|{s21}^* {s5}은 {s14}과 특별한 마찰이 없습니다.
str_s21_the_s14_was_recently_provoked_by_subjects_of_the_s5_and_there_is_a_risk_of_war_|{s21} {s14}은 최근 {s5}의 문제로 마찰이 있고, 그것으로 인해 전쟁의 위험이 있습니다.
str_the_s5_is_ruled_by_s6_it_occupies_s8_its_vassals_are_s10__s21|{s5}는 {s6}의 통치하에 있다.^영토는 {s8}.^봉신은 {s10}.^^{s21}
str_assigned_lord_reputation_and_relations_cheat_mode_reg3|할당된 영주의 평판과 관계도, 치트 모드: {reg3}
str_reg4_killed_reg5_wounded_reg6_routed|{reg4} 사망, {reg5} 부상, {reg6} 도주
str_reg4_killed_reg5_routed|{reg4} 사망, {reg5} 도주
str_reg4_killed_reg5_wounded|{reg4} 사망, {reg5} 부상
str_reg4_wounded_reg5_routed|{reg4} 부상, {reg5} 도주
str_s4_awarded_to_s5|{s4}가 {s5}에게 상을 주었습니다.
str_calculating_sortie_for_s4_strength_of_reg3_vs_reg4_enemies|{s4}의 전투의 상황, {reg3}의 수비대 vs {reg4}의 적들
str_current_wealth_reg1_taxes_last_collected_from_s4|현재 재산: {reg1}. 최근 세금 수입: {s4}
str_no_relation|혈연 없음
str_wife|아내
str_husband|남편
str_father|아버지
str_mother|어머니
str_daughter|딸
str_son|아들
str_sister|자매
str_brother|형제
str_niece|조카 딸
str_nephew|조카
str_aunt|고모
str_uncle|삼촌
str_cousin|사촌
str_daughterinlaw|며느리
str_soninlaw|사위
str_motherinlaw|시어머니
str_fatherinlaw|시아버지
str_sisterinlaw|시누이
str_brotherinlaw|처남
str_print_party_members_entered|들어간 부대 구성원을 출력하십시오.
str_num_companion_stacks_=_reg10|동료들의 총 수 = {reg10}
str_someone|누군가
str_i_take_what_work_i_can_sirmadame_i_carry_water_or_help_the_merchants_with_their_loads_or_help_build_things_if_theres_things_to_be_built|내가 할 수 있는 일은 무엇이든지 받고 있소, {reg59?부인:선생}. 나는 물을 나르거나, 상인들을 도와주는 것 이외에도 건설 현장에서도 일을 할 수 있다오.
str_im_not_doing_anything_sirmadame_theres_no_work_to_be_had_around_here_these_days|나는 아무런 일도 하지 않고 있소, {reg59?부인:선생}. 요즘 이 주변엔 아무런 일거리도 없소.
str_im_not_doing_anything_sirmadame_i_have_no_land_of_my_own_and_theres_no_work_to_be_had_around_here_these_days|나는 아무런 일도 하지 않고 있소, {reg59?부인:선생}. 나는 가진 땅이 없고, 요즘 이 주변엔 아무런 일거리도 없다오.
str_why_im_still_living_off_of_your_kindness_and_goodness_sirmadame_hopefully_there_will_be_work_shortly|당신의 친절과 선의로 저는 아직 살아가고 있소. {reg59?부인:선생}. 다행히 당분간은 버틸 수 있겠소.
str_i_work_in_the_fields_just_outside_the_walls_where_they_grow_grain_we_dont_quite_grow_enough_to_meet_our_needs_though_and_have_to_import_grain_from_the_surrounding_countryside|나는 성벽 바로 밖에 있는 곡식이 자라는 밭에서 일하고 있소. 우리가 쓰기 충분한 곡식이 자라는건 아니라오. 그렇기 때문에 주변의 마을에서 오는 곡물은 매우 중요하다오.
str_i_work_mostly_in_the_fields_growing_grain_in_the_town_they_grind_it_to_make_bread_or_ale_and_we_can_also_boil_it_as_a_porridge|나는 대부분 곡물이 자라는 밭에서 일하고 있소. 빵이나 에일을 만들기 위해 마을에서 그 것들을 갈고 있지, 죽을 끓이는데 쓰기도 하고 있소.
str_i_work_in_the_breweries_making_ale_the_poor_folk_drink_a_lot_of_it_as_its_cheaper_than_wine_we_make_it_with_grain_brought_in_from_the_countryside|나는 양조장에서 일하고 있소. 에일을 만들고 있지. 와인보다 싸기 때문에 가난한 시민들은 에일을 많이 마시고 있소, 우리는 이걸 마을에서 가져온 곡물로 만든다오.
str_i_work_in_a_mill_grinding_flour_to_make_bread_bread_is_cheap_keeps_well_and_fills_the_stomach|나는 풍차에서 일하고 있소. 빵을 만들기 위해 밀가루를 갈고 있지. 빵은 저렴하고, 포만감이 오래 가며, 배를 채워줄 수 있소.
str_i_tend_cattle_we_dry_and_salt_meat_to_preserve_it_and_make_cheese_from_the_milk|나는 가축을 돌보는 일을 하고 있소. 우리는 고기를 보관하기 좋도록 말리고 소금에 절이곤 하오. 그리고 가죽은 도시로 보내지. 우리는 또한 우유에서 치즈도 만들고 있소.
str_i_tend_cattle_we_dry_and_salt_meat_to_preserve_it_and_make_cheese_from_the_milk_so_it_doesnt_spoil|나는 가축을 돌보는 일을 하고 있소. 우리는 고기를 보관하기 좋도록 말리고 소금에 절이곤 하오. 그리고 가죽은 도시로 보내지. 우리는 또한 우유에서 치즈도 만들고 있소.
str_i_tend_sheep_we_send_the_wool_to_the_cities_to_be_woven_into_cloth_and_make_mutton_sausage_when_we_cull_the_herds|나는 양을 돌보곤 하오. 우리는 도시로 양모를 보내어 옷감을 짤 수 있게 하고 있소. 그리고 가축을 도살할 땐 양고기 소세지를 만들고 있지.
str_i_work_at_a_loom_spinning_cloth_from_wool_wool_is_some_of_the_cheapest_cloth_you_can_buy_but_it_will_still_keep_you_warm|나는 베틀로 일하오, 양모에서 옷감을 짜내고 있지. 울은 당신이 살 수 있는 옷감중 가장 저렴한 것중 하나일 거요. 하지만 분명 당신을 따듯하게 해줄 것이오.
str_i_crew_a_fishing_boat_we_salt_and_smoke_the_flesh_to_sell_it_far_inland|나는 어선의 선원이고. 우리는 소금에 절이거나 훈제한 생선들을 먼 내륙에 팔고 있소.
str_i_sift_salt_from_a_nearby_flat_they_need_salt_everywhere_to_preserve_meat_and_fish|나는 근처 여울에서 소금을 떠내곤 하오. 소금은 어디에서나 고기나 생선을 보관하기 위해 필요하지.
str_i_mine_iron_from_a_vein_in_a_nearby_cliffside_they_use_it_to_make_tools_arms_and_other_goods|나는 절벽 근처의 광맥에서 철을 캐고 있소. 그 것들은 공구나 무기, 그리고 다른 상품을 만드는 데 사용되곤 하지.
str_i_make_pottery_which_people_use_to_store_grain_and_carry_water|나는 사람들이 곡식을 보관하거나 물을 나르기 위해 쓰는 도자기를 만들고 있소.
str_trade_explanation_tools|나는 대장간에서 일을 하고 있소, {reg59?부인:선생}. 영주를 위해 칼, 도끼, 냄비, 쟁기날, 커다란 낫, 망치, 모루, 집게, 자귀, 톱, 손톱깍이, 말굽, 철제 부싯돌, 화로, 그리고 무기와 방어구 종류등 각종 철로 만들어진 물품들을 만들고 있소.
str_trade_explanation_tar|I work in a tar kiln, producing tar from pine wood brought in from the countryside. If you can afford it, our tar has a hundred uses ? to waterproof sails and boats or to protect leather.
